cue target 1930, cosine similarity=0.09
struggle school 1980, cosine similarity=-0.05

struggle win 1930, cosine similarity=0.30
struggle win 1940, cosine similarity=0.29
struggle win 1950, cosine similarity=0.32
struggle win 1960, cosine similarity=0.31
struggle win 1970, cosine similarity=0.27
struggle win 1980, cosine similarity=0.29

stub toe 1930, cosine similarity=0.23
stub toe 1940, cosine similarity=0.25
stub toe 1950, cosine similarity=0.20
stub toe 1960, cosine similarity=0.22
stub toe 1970, cosine similarity=0.29
stub toe 1980, cosine similarity=0.28

stub ticket 1930, cosine similarity=0.13
stub ticket 1940, cosine similarity=0.13
stub ticket 1950, cosine similarity=0.12
stub ticket 1960, cosine similarity=0.09
stub ticket 1970, cosine similarity=0.15
stub ticket 1980, cosine similarity=0.14

stub tree 1930, cosine similarity=0.05
stub tree 1940, cosine similarity=0.15
stub tree 1950, cosine similarity=0.08
stub tree 1960, cosine similarity=-0.00
stub tree 1970, cosine similarity=0.09
stub tree 1980, cosine similarity=0.20

stub short 1930, cosine similarity=-0.02
stub short 1940, cosine similarity=0.10
stub short 1950, cosine similarity=0.05
stub short 1960, cosine similarity=0.04
stub short 1970, cosine similarity=0.03
stub short 1980, cosine similarity=0.11

stub check 1930, cosine similarity=0.22
stub check 1940, cosine similarity=0.27
stub check 1950, cosine similarity=0.15
stub check 1960, cosine similarity=0.09
stub check 1970, cosine similarity=0.14
stub check 1980, cosine similarity=0.13

stub small 1930, cosine similarity=0.13
stub small 1940, cosine similarity=0.04
stub small 1950, cosine similarity=0.13
stub small 1960, cosine similarity=0.03
stub small 1970, cosine similarity=0.05
stub small 1980, cosine similarity=0.07

stub limb 1930, cosine similarity=0.14
stub limb 1940, cosine similarity=0.11
stub limb 1950, cosine similarity=0.18
stub limb 1960, cosine similarity=0.08
stub limb 1970, cosine similarity=0.04
stub limb 1980, cosine similarity=0.22

stub pencil 1930, cosine similarity=0.32
stub pencil 1940, cosine similarity=0.35
stub pencil 1950, cosine similarity=0.33
stub pencil 1960, cosine similarity=0.28
stub pencil 1970, cosine similarity=0.31
stub pencil 1980, cosine similarity=0.32

stub end 1930, cosine similarity=0.13
stub end 1940, cosine similarity=0.11
stub end 1950, cosine similarity=0.14
stub end 1960, cosine similarity=0.04
stub end 1970, cosine similarity=0.18
stub end 1980, cosine similarity=0.08

stub finger 1930, cosine similarity=0.17
stub finger 1940, cosine similarity=0.15
stub finger 1950, cosine similarity=0.22
stub finger 1960, cosine similarity=0.22
stub finger 1970, cosine similarity=0.22
stub finger 1980, cosine similarity=0.21

stub hurt 1930, cosine similarity=-0.05
stub hurt 1940, cosine similarity=0.09
stub hurt 1950, cosine similarity=-0.05
stub hurt 1960, cosine similarity=0.03
stub hurt 1970, cosine similarity=0.02
stub hurt 1980, cosine similarity=0.04

stub leg 1930, cosine similarity=0.22
stub leg 1940, cosine similarity=0.18
stub leg 1950, cosine similarity=0.21
stub leg 1960, cosine similarity=0.15
stub leg 1970, cosine similarity=0.17
stub leg 1980, cosine similarity=0.21

stub long 1930, cosine similarity=-0.02
stub long 1940, cosine similarity=0.05
stub long 1950, cosine similarity=0.01
stub long 1960, cosine similarity=0.02
stub long 1970, cosine similarity=0.08
stub long 1980, cosine similarity=0.11

stub movie 1930, cosine similarity=-0.02
stub movie 1940, cosine similarity=0.09
stub movie 1950, cosine similarity=-0.04
stub movie 1960, cosine similarity=0.01
stub movie 1970, cosine similarity=0.05
stub movie 1980, cosine similarity=0.07

stub nail 1930, cosine similarity=0.06
stub nail 1940, cosine similarity=0.19
stub nail 1950, cosine similarity=0.17
stub nail 1960, cosine similarity=0.17
stub nail 1970, cosine similarity=0.18
stub nail 1980, cosine similarity=0.30

stub piece 1930, cosine similarity=0.19
stub piece 1940, cosine similarity=0.22
stub piece 1950, cosine similarity=0.28
stub piece 1960, cosine similarity=0.15
stub piece 1970, cosine similarity=0.14
stub piece 1980, cosine similarity=0.25

stub receipt 1930, cosine similarity=0.07
stub receipt 1940, cosine similarity=0.18
stub receipt 1950, cosine similarity=0.06
stub receipt 1960, cosine similarity=-0.03
stub receipt 1970, cosine similarity=-0.02
stub receipt 1980, cosine similarity=-0.03

stubborn mule 1930, cosine similarity=0.28
stubborn mule 1940, cosine similarity=0.25
stubborn mule 1950, cosine similarity=0.25
stubborn mule 1960, cosine similarity=0.30
stubborn mule 1970, cosine similarity=0.33
stubborn mule 1980, cosine similarity=0.26

stubborn mean 1930, cosine similarity=-0.07
stubborn mean 1940, cosine similarity=-0.01
stubborn mean 1950, cosine similarity=-0.07
stubborn mean 1960, cosine similarity=0.01
stubborn mean 1970, cosine similarity=0.01
stubborn mean 1980, cosine similarity=0.08

stubborn dad 1930, cosine similarity=0.05
stubborn dad 1940, cosine similarity=0.03
stubborn dad 1950, cosine similarity=-0.05
stubborn dad 1960, cosine similarity=0.09
stubborn dad 1970, cosine similarity=0.09
stubborn dad 1980, cosine similarity=0.14

stubborn donkey 1930, cosine similarity=0.08
stubborn donkey 1940, cosine similarity=0.16
stubborn donkey 1950, cosine similarity=0.14
stubborn donkey 1960, cosine similarity=0.15
stubborn donkey 1970, cosine similarity=0.14
stubborn donkey 1980, cosine similarity=0.16

stubborn hard headed 1930, cosine similarity=0.00
stubborn hard headed 1940, cosine similarity=0.00
stubborn hard headed 1950, cosine similarity=0.00
stubborn hard headed 1960, cosine similarity=0.00
stubborn hard headed 1970, cosine similarity=0.00
stubborn hard headed 1980, cosine similarity=0.00

stubborn me 1930, cosine similarity=0.02
stubborn me 1940, cosine similarity=0.04
stubborn me 1950, cosine similarity=0.11
stubborn me 1960, cosine similarity=0.14
stubborn me 1970, cosine similarity=0.20
stubborn me 1980, cosine similarity=0.16

stubborn pig headed 1930, cosine similarity=0.00
stubborn pig headed 1940, cosine similarity=0.00
stubborn pig headed 1950, cosine similarity=0.00
stubborn pig headed 1960, cosine similarity=0.00
stubborn pig headed 1970, cosine similarity=0.00
stubborn pig headed 1980, cosine similarity=0.00

stubborn bull headed 1930, cosine similarity=0.00
stubborn bull headed 1940, cosine similarity=0.00
stubborn bull headed 1950, cosine similarity=0.00
stubborn bull headed 1960, cosine similarity=0.00
stubborn bull headed 1970, cosine similarity=0.00
stubborn bull headed 1980, cosine similarity=0.00

stubborn hard 1930, cosine similarity=0.25
stubborn hard 1940, cosine similarity=0.23
stubborn hard 1950, cosine similarity=0.23
stubborn hard 1960, cosine similarity=0.25
stubborn hard 1970, cosine similarity=0.26
stubborn hard 1980, cosine similarity=0.36

stubborn ignorant 1930, cosine similarity=0.30
stubborn ignorant 1940, cosine similarity=0.22
stubborn ignorant 1950, cosine similarity=0.22
stubborn ignorant 1960, cosine similarity=0.31
stubborn ignorant 1970, cosine similarity=0.32
stubborn ignorant 1980, cosine similarity=0.25

stubborn stingy 1930, cosine similarity=0.00
stubborn stingy 1940, cosine similarity=0.00
stubborn stingy 1950, cosine similarity=0.00
stubborn stingy 1960, cosine similarity=0.25
stubborn stingy 1970, cosine similarity=0.14
stubborn stingy 1980, cosine similarity=0.12

stubborn stupid 1930, cosine similarity=0.35
stubborn stupid 1940, cosine similarity=0.35
stubborn stupid 1950, cosine similarity=0.31
stubborn stupid 1960, cosine similarity=0.40
stubborn stupid 1970, cosine similarity=0.42
stubborn stupid 1980, cosine similarity=0.41

stubborn annoying 1930, cosine similarity=0.10
stubborn annoying 1940, cosine similarity=0.18
stubborn annoying 1950, cosine similarity=0.14
stubborn annoying 1960, cosine similarity=0.29
stubborn annoying 1970, cosine similarity=0.19
stubborn annoying 1980, cosine similarity=0.21

stubborn brat 1930, cosine similarity=0.00
stubborn brat 1940, cosine similarity=0.00
stubborn brat 1950, cosine similarity=0.00
stubborn brat 1960, cosine similarity=0.00
stubborn brat 1970, cosine similarity=0.05
stubborn brat 1980, cosine similarity=0.18

stubborn children 1930, cosine similarity=-0.12
stubborn children 1940, cosine similarity=-0.08
stubborn children 1950, cosine similarity=0.00
stubborn children 1960, cosine similarity=0.04
stubborn children 1970, cosine similarity=-0.08
stubborn children 1980, cosine similarity=0.04

stubborn determined 1930, cosine similarity=0.06
stubborn determined 1940, cosine similarity=0.02
stubborn determined 1950, cosine similarity=-0.02
stubborn determined 1960, cosine similarity=0.06
stubborn determined 1970, cosine similarity=0.05
stubborn determined 1980, cosine similarity=0.06

stubborn difficult 1930, cosine similarity=0.09
stubborn difficult 1940, cosine similarity=0.14
stubborn difficult 1950, cosine similarity=0.20
stubborn difficult 1960, cosine similarity=0.09
stubborn difficult 1970, cosine similarity=0.14
stubborn difficult 1980, cosine similarity=0.19

stubborn easy going 1930, cosine similarity=0.00
stubborn easy going 1940, cosine similarity=0.00
stubborn easy going 1950, cosine similarity=0.00
stubborn easy going 1960, cosine similarity=0.00
stubborn easy going 1970, cosine similarity=0.00
stubborn easy going 1980, cosine similarity=0.00

stubborn immovable 1930, cosine similarity=0.15
stubborn immovable 1940, cosine similarity=0.07
stubborn immovable 1950, cosine similarity=0.10
stubborn immovable 1960, cosine similarity=0.12
stubborn immovable 1970, cosine similarity=0.04
stubborn immovable 1980, cosine similarity=0.02

stubborn inflexible 1930, cosine similarity=0.29
stubborn inflexible 1940, cosine similarity=0.31
stubborn inflexible 1950, cosine similarity=0.23
stubborn inflexible 1960, cosine similarity=0.32
stubborn inflexible 1970, cosine similarity=0.26
stubborn inflexible 1980, cosine similarity=0.22

stubborn jerk 1930, cosine similarity=0.09
stubborn jerk 1940, cosine similarity=0.09
stubborn jerk 1950, cosine similarity=0.13
stubborn jerk 1960, cosine similarity=0.08
stubborn jerk 1970, cosine similarity=0.13
stubborn jerk 1980, cosine similarity=0.19

stubborn man 1930, cosine similarity=0.08
stubborn man 1940, cosine similarity=0.13
stubborn man 1950, cosine similarity=0.11
stubborn man 1960, cosine similarity=0.11
stubborn man 1970, cosine similarity=0.20
stubborn man 1980, cosine similarity=0.23

stubborn obstinate 1930, cosine similarity=0.56
stubborn obstinate 1940, cosine similarity=0.51
stubborn obstinate 1950, cosine similarity=0.49
stubborn obstinate 1960, cosine similarity=0.48
stubborn obstinate 1970, cosine similarity=0.47
stubborn obstinate 1980, cosine similarity=0.41

stuck glue 1930, cosine similarity=0.25
stuck glue 1940, cosine similarity=0.26
stuck glue 1950, cosine similarity=0.23
stuck glue 1960, cosine similarity=0.25
stuck glue 1970, cosine similarity=0.33
stuck glue 1980, cosine similarity=0.30

stuck stick 1930, cosine similarity=0.56
stuck stick 1940, cosine similarity=0.55
stuck stick 1950, cosine similarity=0.52
stuck stick 1960, cosine similarity=0.57
stuck stick 1970, cosine similarity=0.56
stuck stick 1980, cosine similarity=0.47

stuck mud 1930, cosine similarity=0.42
stuck mud 1940, cosine similarity=0.41
stuck mud 1950, cosine similarity=0.38
stuck mud 1960, cosine similarity=0.46
stuck mud 1970, cosine similarity=0.41
stuck mud 1980, cosine similarity=0.41

stuck caught 1930, cosine similarity=0.29
stuck caught 1940, cosine similarity=0.24
stuck caught 1950, cosine similarity=0.29
stuck caught 1960, cosine similarity=0.24
stuck caught 1970, cosine similarity=0.25
stuck caught 1980, cosine similarity=0.34

stuck gum 1930, cosine similarity=0.25
stuck gum 1940, cosine similarity=0.21
stuck gum 1950, cosine similarity=0.23
stuck gum 1960, cosine similarity=0.17
stuck gum 1970, cosine similarity=0.24
stuck gum 1980, cosine similarity=0.22

stuck sticky 1930, cosine similarity=0.19
stuck sticky 1940, cosine similarity=0.14
stuck sticky 1950, cosine similarity=0.16
stuck sticky 1960, cosine similarity=0.13
stuck sticky 1970, cosine similarity=0.25
stuck sticky 1980, cosine similarity=0.17

stuck tight 1930, cosine similarity=0.25
stuck tight 1940, cosine similarity=0.29
stuck tight 1950, cosine similarity=0.30
stuck tight 1960, cosine similarity=0.31
stuck tight 1970, cosine similarity=0.25
stuck tight 1980, cosine similarity=0.24

stuck free 1930, cosine similarity=-0.07
stuck free 1940, cosine similarity=-0.09
stuck free 1950, cosine similarity=-0.08
stuck free 1960, cosine similarity=-0.08
stuck free 1970, cosine similarity=0.01
stuck free 1980, cosine similarity=-0.06

stuck jammed 1930, cosine similarity=0.25
stuck jammed 1940, cosine similarity=0.33
stuck jammed 1950, cosine similarity=0.26
stuck jammed 1960, cosine similarity=0.24
stuck jammed 1970, cosine similarity=0.25
stuck jammed 1980, cosine similarity=0.27

stuck out 1930, cosine similarity=0.21
stuck out 1940, cosine similarity=0.26
stuck out 1950, cosine similarity=0.27
stuck out 1960, cosine similarity=0.28
stuck out 1970, cosine similarity=0.30
stuck out 1980, cosine similarity=0.27

stuck trap 1930, cosine similarity=0.19
stuck trap 1940, cosine similarity=0.20
stuck trap 1950, cosine similarity=0.21
stuck trap 1960, cosine similarity=0.24
stuck trap 1970, cosine similarity=0.23
stuck trap 1980, cosine similarity=0.15

stuck fixed 1930, cosine similarity=0.18
stuck fixed 1940, cosine similarity=0.06
stuck fixed 1950, cosine similarity=0.17
stuck fixed 1960, cosine similarity=0.13
stuck fixed 1970, cosine similarity=0.11
stuck fixed 1980, cosine similarity=0.03

stuck immovable 1930, cosine similarity=0.02
stuck immovable 1940, cosine similarity=0.07
stuck immovable 1950, cosine similarity=0.03
stuck immovable 1960, cosine similarity=0.06
stuck immovable 1970, cosine similarity=0.02
stuck immovable 1980, cosine similarity=0.02

stuck loose 1930, cosine similarity=0.27
stuck loose 1940, cosine similarity=0.18
stuck loose 1950, cosine similarity=0.25
stuck loose 1960, cosine similarity=0.27
stuck loose 1970, cosine similarity=0.25
stuck loose 1980, cosine similarity=0.22

stuck move 1930, cosine similarity=0.09
stuck move 1940, cosine similarity=0.11
stuck move 1950, cosine similarity=0.07
stuck move 1960, cosine similarity=0.17
stuck move 1970, cosine similarity=0.13
stuck move 1980, cosine similarity=0.14

stuck stop 1930, cosine similarity=0.08
stuck stop 1940, cosine similarity=0.12
stuck stop 1950, cosine similarity=0.16
stuck stop 1960, cosine similarity=0.13
stuck stop 1970, cosine similarity=0.16
stuck stop 1980, cosine similarity=0.15

stuck stranded 1930, cosine similarity=0.12
stuck stranded 1940, cosine similarity=0.15
